"Step","arxiv_qwen3_8b_grpo_4033544 - reward/avg_raw_reward","arxiv_qwen3_8b_grpo_4033544 - reward/avg_raw_reward__MIN","arxiv_qwen3_8b_grpo_4033544 - reward/avg_raw_reward__MAX","arxiv_qwen2.5_7b_bz256_grpo_3991957_0 - reward/avg_raw_reward","arxiv_qwen2.5_7b_bz256_grpo_3991957_0 - reward/avg_raw_reward__MIN","arxiv_qwen2.5_7b_bz256_grpo_3991957_0 - reward/avg_raw_reward__MAX","arxiv_qwen2.5_7b_grpo_3964391_0 - reward/avg_raw_reward","arxiv_qwen2.5_7b_grpo_3964391_0 - reward/avg_raw_reward__MIN","arxiv_qwen2.5_7b_grpo_3964391_0 - reward/avg_raw_reward__MAX","arxiv_train_qwen3_4b_3_turns_1000gen_gs10_cosdecay_3816027 - reward/avg_raw_reward","arxiv_train_qwen3_4b_3_turns_1000gen_gs10_cosdecay_3816027 - reward/avg_raw_reward__MIN","arxiv_train_qwen3_4b_3_turns_1000gen_gs10_cosdecay_3816027 - reward/avg_raw_reward__MAX"
"1","0.6387695312499999","0.6387695312499999","0.6387695312499999","0.55107421875","0.55107421875","0.55107421875","0.5946289062499999","0.5946289062499999","0.5946289062499999","0.574609375","0.574609375","0.574609375"
"2","0.49990234375","0.49990234375","0.49990234375","0.57705078125","0.57705078125","0.57705078125","0.49580078124999993","0.49580078124999993","0.49580078124999993","0.55171875","0.55171875","0.55171875"
"3","0.5541015625","0.5541015625","0.5541015625","0.5459960937499999","0.5459960937499999","0.5459960937499999","0.5806640624999999","0.5806640624999999","0.5806640624999999","0.625703125","0.625703125","0.625703125"
"4","0.6045898437499999","0.6045898437499999","0.6045898437499999","0.5734374999999999","0.5734374999999999","0.5734374999999999","0.61845703125","0.61845703125","0.61845703125","0.47992187499999994","0.47992187499999994","0.47992187499999994"
"5","0.56298828125","0.56298828125","0.56298828125","0.5100097656249999","0.5100097656249999","0.5100097656249999","0.5736328124999999","0.5736328124999999","0.5736328124999999","0.571875","0.571875","0.571875"
"6","0.5174804687499999","0.5174804687499999","0.5174804687499999","0.5596679687499999","0.5596679687499999","0.5596679687499999","0.53056640625","0.53056640625","0.53056640625","0.579375","0.579375","0.579375"
"7","0.6484375","0.6484375","0.6484375","0.6022949218749999","0.6022949218749999","0.6022949218749999","0.638671875","0.638671875","0.638671875","0.6107031249999999","0.6107031249999999","0.6107031249999999"
"8","0.5033203125","0.5033203125","0.5033203125","0.54912109375","0.54912109375","0.54912109375","0.51826171875","0.51826171875","0.51826171875","0.609921875","0.609921875","0.609921875"
"9","0.48662109374999996","0.48662109374999996","0.48662109374999996","0.589990234375","0.589990234375","0.589990234375","0.49101562499999996","0.49101562499999996","0.49101562499999996","0.636015625","0.636015625","0.636015625"
"10","0.5340820312499999","0.5340820312499999","0.5340820312499999","0.6119628906249999","0.6119628906249999","0.6119628906249999","0.5612304687499998","0.5612304687499998","0.5612304687499998","0.5432812499999999","0.5432812499999999","0.5432812499999999"
"11","0.5956054687499999","0.5956054687499999","0.5956054687499999","0.61328125","0.61328125","0.61328125","0.59130859375","0.59130859375","0.59130859375","0.6253124999999999","0.6253124999999999","0.6253124999999999"
"12","0.5438476562499999","0.5438476562499999","0.5438476562499999","0.6396484374999999","0.6396484374999999","0.6396484374999999","0.55263671875","0.55263671875","0.55263671875","0.6024999999999999","0.6024999999999999","0.6024999999999999"
"13","0.6115234374999999","0.6115234374999999","0.6115234374999999","0.6585449218749999","0.6585449218749999","0.6585449218749999","0.6104492187499999","0.6104492187499999","0.6104492187499999","0.6596875","0.6596875","0.6596875"
"14","0.61064453125","0.61064453125","0.61064453125","0.648486328125","0.648486328125","0.648486328125","0.6237304687499998","0.6237304687499998","0.6237304687499998","0.585390625","0.585390625","0.585390625"
"15","0.5543945312499999","0.5543945312499999","0.5543945312499999","0.6818359374999998","0.6818359374999998","0.6818359374999998","0.6333984374999999","0.6333984374999999","0.6333984374999999","0.6249218749999998","0.6249218749999998","0.6249218749999998"
"16","0.5708984374999999","0.5708984374999999","0.5708984374999999","0.658984375","0.658984375","0.658984375","0.6219726562499999","0.6219726562499999","0.6219726562499999","0.629921875","0.629921875","0.629921875"
"17","0.5420898437499999","0.5420898437499999","0.5420898437499999","0.6625","0.6625","0.6625","0.6334960937499998","0.6334960937499998","0.6334960937499998","0.65984375","0.65984375","0.65984375"
"18","0.59462890625","0.59462890625","0.59462890625","0.6484375","0.6484375","0.6484375","0.6668945312499999","0.6668945312499999","0.6668945312499999","0.5467968749999998","0.5467968749999998","0.5467968749999998"
"19","0.5772460937499999","0.5772460937499999","0.5772460937499999","0.696337890625","0.696337890625","0.696337890625","0.6334960937499999","0.6334960937499999","0.6334960937499999","0.5731249999999999","0.5731249999999999","0.5731249999999999"
"20","0.590234375","0.590234375","0.590234375","0.6559082031249999","0.6559082031249999","0.6559082031249999","0.66240234375","0.66240234375","0.66240234375","0.60640625","0.60640625","0.60640625"
"21","0.5999999999999999","0.5999999999999999","0.5999999999999999","0.60888671875","0.60888671875","0.60888671875","0.6405273437499999","0.6405273437499999","0.6405273437499999","0.6307031249999999","0.6307031249999999","0.6307031249999999"
"22","0.55859375","0.55859375","0.55859375","0.669970703125","0.669970703125","0.669970703125","0.6317382812499999","0.6317382812499999","0.6317382812499999","0.6290624999999999","0.6290624999999999","0.6290624999999999"
"23","0.6149414062499999","0.6149414062499999","0.6149414062499999","0.726220703125","0.726220703125","0.726220703125","0.68798828125","0.68798828125","0.68798828125","0.576875","0.576875","0.576875"
"24","0.5824218749999999","0.5824218749999999","0.5824218749999999","0.6906249999999998","0.6906249999999998","0.6906249999999998","0.588671875","0.588671875","0.588671875","0.65875","0.65875","0.65875"
"25","0.5992187499999999","0.5992187499999999","0.5992187499999999","0.6805175781249999","0.6805175781249999","0.6805175781249999","0.7064453124999999","0.7064453124999999","0.7064453124999999","0.6258593749999999","0.6258593749999999","0.6258593749999999"
"26","0.57373046875","0.57373046875","0.57373046875","0.6840332031249999","0.6840332031249999","0.6840332031249999","0.7029296875","0.7029296875","0.7029296875","0.6469531249999999","0.6469531249999999","0.6469531249999999"
"27","0.5928710937499999","0.5928710937499999","0.5928710937499999","0.7213867187499999","0.7213867187499999","0.7213867187499999","0.6556640625","0.6556640625","0.6556640625","0.630625","0.630625","0.630625"
"28","0.5797851562499999","0.5797851562499999","0.5797851562499999","0.700732421875","0.700732421875","0.700732421875","0.6695312499999999","0.6695312499999999","0.6695312499999999","0.6536718749999999","0.6536718749999999","0.6536718749999999"
"29","0.6080078124999999","0.6080078124999999","0.6080078124999999","0.69677734375","0.69677734375","0.69677734375","0.68974609375","0.68974609375","0.68974609375","0.651015625","0.651015625","0.651015625"
"30","0.6377929687499999","0.6377929687499999","0.6377929687499999","0.696337890625","0.696337890625","0.696337890625","0.7662109374999999","0.7662109374999999","0.7662109374999999","0.6546093749999999","0.6546093749999999","0.6546093749999999"
"31","0.5937499999999999","0.5937499999999999","0.5937499999999999","0.6655761718749998","0.6655761718749998","0.6655761718749998","0.6853515625","0.6853515625","0.6853515625","0.6321875","0.6321875","0.6321875"
"32","0.5682617187499999","0.5682617187499999","0.5682617187499999","0.682275390625","0.682275390625","0.682275390625","0.6607421874999999","0.6607421874999999","0.6607421874999999","0.66734375","0.66734375","0.66734375"
"33","0.6404296875","0.6404296875","0.6404296875","0.668212890625","0.668212890625","0.668212890625","0.7451171875","0.7451171875","0.7451171875","0.66171875","0.66171875","0.66171875"
"34","0.61376953125","0.61376953125","0.61376953125","0.6620605468749999","0.6620605468749999","0.6620605468749999","0.63701171875","0.63701171875","0.63701171875","0.588515625","0.588515625","0.588515625"
"35","0.60087890625","0.60087890625","0.60087890625","0.68974609375","0.68974609375","0.68974609375","0.6958984374999999","0.6958984374999999","0.6958984374999999","0.6539062499999999","0.6539062499999999","0.6539062499999999"
"36","0.5929687499999999","0.5929687499999999","0.5929687499999999","0.6664550781249999","0.6664550781249999","0.6664550781249999","0.6642578124999999","0.6642578124999999","0.6642578124999999","0.6820312499999999","0.6820312499999999","0.6820312499999999"
"37","0.6022460937499998","0.6022460937499998","0.6022460937499998","0.6954589843749999","0.6954589843749999","0.6954589843749999","0.6818359374999999","0.6818359374999999","0.6818359374999999","0.6174999999999999","0.6174999999999999","0.6174999999999999"
"38","0.6800781249999999","0.6800781249999999","0.6800781249999999","0.683154296875","0.683154296875","0.683154296875","0.71435546875","0.71435546875","0.71435546875","0.61953125","0.61953125","0.61953125"
"39","0.6103515625","0.6103515625","0.6103515625","0.7107910156249999","0.7107910156249999","0.7107910156249999","0.630859375","0.630859375","0.630859375","0.674375","0.674375","0.674375"
"40","0.6632812499999999","0.6632812499999999","0.6632812499999999","0.694580078125","0.694580078125","0.694580078125","0.6431640624999999","0.6431640624999999","0.6431640624999999","0.6582812499999999","0.6582812499999999","0.6582812499999999"
"41","0.61640625","0.61640625","0.61640625","0.64697265625","0.64697265625","0.64697265625","0.6642578124999999","0.6642578124999999","0.6642578124999999","0.5872656249999999","0.5872656249999999","0.5872656249999999"
"42","0.6026367187499999","0.6026367187499999","0.6026367187499999","0.691943359375","0.691943359375","0.691943359375","0.6291015624999999","0.6291015624999999","0.6291015624999999","0.6547656249999999","0.6547656249999999","0.6547656249999999"
"43","0.5916015625","0.5916015625","0.5916015625","0.7367675781249998","0.7367675781249998","0.7367675781249998","0.6932617187499999","0.6932617187499999","0.6932617187499999","0.6258593749999999","0.6258593749999999","0.6258593749999999"
"44","0.62451171875","0.62451171875","0.62451171875","0.6923828125","0.6923828125","0.6923828125","0.6827148437499999","0.6827148437499999","0.6827148437499999","0.6820312499999999","0.6820312499999999","0.6820312499999999"
"45","0.6473632812499999","0.6473632812499999","0.6473632812499999","0.694580078125","0.694580078125","0.694580078125","0.75390625","0.75390625","0.75390625","0.6180468749999999","0.6180468749999999","0.6180468749999999"
"46","0.5938476562499999","0.5938476562499999","0.5938476562499999","0.72314453125","0.72314453125","0.72314453125","0.6563476562499999","0.6563476562499999","0.6563476562499999","0.602734375","0.602734375","0.602734375"
"47","0.6018554687499998","0.6018554687499998","0.6018554687499998","0.70205078125","0.70205078125","0.70205078125","0.6378906249999998","0.6378906249999998","0.6378906249999998","0.6786718749999999","0.6786718749999999","0.6786718749999999"
"48","0.6383789062499999","0.6383789062499999","0.6383789062499999","0.6976562499999999","0.6976562499999999","0.6976562499999999","0.6932617187499999","0.6932617187499999","0.6932617187499999","0.6624218749999999","0.6624218749999999","0.6624218749999999"
"49","0.58154296875","0.58154296875","0.58154296875","0.6954589843749999","0.6954589843749999","0.6954589843749999","0.6660156249999999","0.6660156249999999","0.6660156249999999","0.60171875","0.60171875","0.60171875"
"50","0.6298828125","0.6298828125","0.6298828125","0.68095703125","0.68095703125","0.68095703125","0.69326171875","0.69326171875","0.69326171875","0.66171875","0.66171875","0.66171875"
"51","0.6191406249999999","0.6191406249999999","0.6191406249999999","","","","0.7046874999999999","0.7046874999999999","0.7046874999999999","0.6702343749999999","0.6702343749999999","0.6702343749999999"
"52","","","","","","","0.7380859375","0.7380859375","0.7380859375","0.588515625","0.588515625","0.588515625"
"53","","","","","","","0.708203125","0.708203125","0.708203125","0.5935937499999999","0.5935937499999999","0.5935937499999999"
"54","","","","","","","0.6730468749999999","0.6730468749999999","0.6730468749999999","","",""
"55","","","","","","","0.74951171875","0.74951171875","0.74951171875","","",""
"56","","","","","","","0.6950195312499999","0.6950195312499999","0.6950195312499999","","",""
"57","","","","","","","0.72490234375","0.72490234375","0.72490234375","","",""
"58","","","","","","","0.715234375","0.715234375","0.715234375","","",""
"59","","","","","","","0.71171875","0.71171875","0.71171875","","",""
"60","","","","","","","0.6994140624999999","0.6994140624999999","0.6994140624999999","","",""
"61","","","","","","","0.6176757812499999","0.6176757812499999","0.6176757812499999","","",""
"62","","","","","","","0.6818359374999999","0.6818359374999999","0.6818359374999999","","",""
"63","","","","","","","0.64052734375","0.64052734375","0.64052734375","","",""
"64","","","","","","","0.7363281249999999","0.7363281249999999","0.7363281249999999","","",""
"65","","","","","","","0.7082031249999999","0.7082031249999999","0.7082031249999999","","",""
"66","","","","","","","0.6334960937499999","0.6334960937499999","0.6334960937499999","","",""
"67","","","","","","","0.65458984375","0.65458984375","0.65458984375","","",""
"68","","","","","","","0.7011718749999999","0.7011718749999999","0.7011718749999999","","",""
"69","","","","","","","0.6501953125","0.6501953125","0.6501953125","","",""
"70","","","","","","","0.67041015625","0.67041015625","0.67041015625","","",""
"71","","","","","","","0.7213867187499998","0.7213867187499998","0.7213867187499998","","",""
"72","","","","","","","0.6923828124999999","0.6923828124999999","0.6923828124999999","","",""
"73","","","","","","","0.7108398437499999","0.7108398437499999","0.7108398437499999","","",""
"74","","","","","","","0.7029296875","0.7029296875","0.7029296875","","",""
"75","","","","","","","0.6501953125","0.6501953125","0.6501953125","","",""
"76","","","","","","","0.72314453125","0.72314453125","0.72314453125","","",""
"77","","","","","","","0.7134765624999999","0.7134765624999999","0.7134765624999999","","",""
"78","","","","","","","0.6818359374999999","0.6818359374999999","0.6818359374999999","","",""
"79","","","","","","","0.74775390625","0.74775390625","0.74775390625","","",""
"80","","","","","","","0.67041015625","0.67041015625","0.67041015625","","",""
"81","","","","","","","0.6862304687499999","0.6862304687499999","0.6862304687499999","","",""
"82","","","","","","","0.6686523437499998","0.6686523437499998","0.6686523437499998","","",""
"83","","","","","","","0.6607421874999999","0.6607421874999999","0.6607421874999999","","",""
"84","","","","","","","0.6299804687499999","0.6299804687499999","0.6299804687499999","","",""
"85","","","","","","","0.79345703125","0.79345703125","0.79345703125","","",""
"86","","","","","","","0.746875","0.746875","0.746875","","",""
"87","","","","","","","0.7354492187499999","0.7354492187499999","0.7354492187499999","","",""
"88","","","","","","","0.69677734375","0.69677734375","0.69677734375","","",""
"89","","","","","","","0.67744140625","0.67744140625","0.67744140625","","",""